date,channel,spend,impressions,clicks
2025-04-22,Meta Ads,949.25,76659,4352
2025-04-22,LinkedIn Ads,485.38,56311,1939
2025-04-22,Email Marketing,286.72,32137,1888
2025-04-22,Affiliate Partners,566.78,39682,2736
2025-04-23,Google Ads,1449.86,149122,7103
2025-04-23,Meta Ads,1267.82,138116,8799
2025-04-23,LinkedIn Ads,906.06,56556,2980
2025-04-23,Email Marketing,370.41,44051,3358
2025-04-23,Affiliate Partners,647.96,69490,2280
2025-04-24,Google Ads,1304.59,111424,7848
2025-04-24,Meta Ads,1274.12,116358,5876
2025-04-24,LinkedIn Ads,1072.35,75953,4093
2025-04-24,Email Marketing,345.2,32635,2143
2025-04-24,Affiliate Partners,645.74,39522,1884
2025-04-25,Google Ads,1437.29,152360,4912
2025-04-25,Meta Ads,995.88,88489,5661
2025-04-25,LinkedIn Ads,608.66,45574,3054
2025-04-25,Email Marketing,326.68,29007,589
2025-04-25,Affiliate Partners,505.81,59212,2491
2025-04-26,Google Ads,1694.48,123502,3573
2025-04-26,Meta Ads,1373.37,164452,6923
2025-04-26,LinkedIn Ads,740.35,60266,3816
2025-04-26,Email Marketing,313.48,24265,1086
2025-04-26,Affiliate Partners,711.91,70260,1418
2025-04-27,Google Ads,1042.3,110060,2815
2025-04-27,Meta Ads,1503.02,137036,6695
2025-04-27,LinkedIn Ads,709.72,64299,3452
2025-04-27,Email Marketing,311.07,27762,1560
2025-04-27,Affiliate Partners,722.89,49797,3461
2025-04-28,Google Ads,1677.76,142404,3506
2025-04-28,Meta Ads,1159.16,121645,7598
2025-04-28,LinkedIn Ads,727.48,76533,3905
2025-04-28,Email Marketing,231.5,16893,777
2025-04-28,Affiliate Partners,576.76,32415,1077
2025-04-29,Google Ads,1954.03,234258,17800
2025-04-29,Meta Ads,1351.39,128354,5811
2025-04-29,LinkedIn Ads,995.37,58013,2587
2025-04-29,Email Marketing,334.93,36435,1567
2025-04-29,Affiliate Partners,826.15,51975,2169
2025-04-30,Google Ads,1962.97,144113,3108
2025-04-30,Meta Ads,1233.81,87490,6687
2025-04-30,LinkedIn Ads,517.05,35237,1613
2025-04-30,Email Marketing,330.82,27151,1329
2025-04-30,Affiliate Partners,536.08,31812,790
2025-05-01,Google Ads,1491.75,120204,7665
2025-05-01,Meta Ads,1625.34,168362,4972
2025-05-01,LinkedIn Ads,640.26,65688,3903
2025-05-01,Email Marketing,318.11,37206,898
2025-05-01,Affiliate Partners,587.98,40170,1398
2025-05-02,Google Ads,1438.9,163225,5708
2025-05-02,Meta Ads,1419.26,115643,7702
2025-05-02,LinkedIn Ads,671.49,36647,1805
2025-05-02,Email Marketing,154.55,11484,849
2025-05-02,Affiliate Partners,706.09,36382,2176
2025-05-03,Google Ads,1520.1,175689,4064
2025-05-03,Meta Ads,1323.83,104999,3738
2025-05-03,LinkedIn Ads,927.08,59209,3192
2025-05-03,Email Marketing,224.74,18535,1451
2025-05-03,Affiliate Partners,406.18,23553,684
2025-05-04,Google Ads,1849.42,121640,4264
2025-05-04,Meta Ads,1248.14,108135,2907
2025-05-04,LinkedIn Ads,983.78,108422,6870
2025-05-04,Email Marketing,310.59,27346,681
2025-05-04,Affiliate Partners,555.96,45633,2239
2025-05-05,Google Ads,1630.97,134327,6005
2025-05-05,Meta Ads,1416.94,135414,7139
2025-05-05,LinkedIn Ads,803.33,85512,4066
2025-05-05,Email Marketing,256.32,13748,923
2025-05-05,Affiliate Partners,522.48,32148,1279
2025-05-06,Google Ads,1260.24,129770,6639
2025-05-06,Meta Ads,1277.54,142535,10295
2025-05-06,LinkedIn Ads,759.62,50678,2385
2025-05-06,Email Marketing,352.99,30960,1543
2025-05-06,Affiliate Partners,590.66,33893,2013
2025-05-07,Google Ads,1372.09,143099,11142
2025-05-07,Meta Ads,1475.63,94829,4874
2025-05-07,LinkedIn Ads,947.08,85645,4973
2025-05-07,Email Marketing,259.91,27512,1203
2025-05-07,Affiliate Partners,608.14,37131,2292
2025-05-08,Google Ads,1755.83,185289,7227
2025-05-08,Meta Ads,1119.65,70421,5185
2025-05-08,LinkedIn Ads,735.42,70453,2052
2025-05-08,Email Marketing,423.75,23663,1726
2025-05-08,Affiliate Partners,471.9,50140,2522
2025-05-09,Google Ads,1476.11,175491,10542
2025-05-09,Meta Ads,1308.57,123564,3701
2025-05-09,LinkedIn Ads,770.06,47247,980
2025-05-09,Email Marketing,359.14,32029,1654
2025-05-09,Affiliate Partners,669.56,37199,2376
2025-05-10,Google Ads,1597.74,100847,7209
2025-05-10,Meta Ads,1240.43,123692,4806
2025-05-10,LinkedIn Ads,1010.82,83879,5812
2025-05-10,Email Marketing,172.69,14608,1018
2025-05-10,Affiliate Partners,527.06,38720,1178
2025-05-11,Google Ads,1752.19,99952,3437
2025-05-11,Meta Ads,1331.22,79790,3261
2025-05-11,LinkedIn Ads,1058.46,101167,5792
2025-05-11,Email Marketing,280.66,20955,1477
2025-05-11,Affiliate Partners,648.45,61206,1687
2025-05-12,Google Ads,1492.74,145292,5739
2025-05-12,Meta Ads,1088.49,67749,4833
2025-05-12,LinkedIn Ads,832.19,54843,3851
2025-05-12,Email Marketing,352.28,34731,1762
2025-05-12,Affiliate Partners,438.48,31295,1025
2025-05-13,Google Ads,1654.17,183587,12110
2025-05-13,Meta Ads,1243.1,130763,7832
2025-05-13,LinkedIn Ads,865.57,83918,4500
2025-05-13,Email Marketing,285.52,16494,772
2025-05-13,Affiliate Partners,732.85,64685,2770
2025-05-14,Google Ads,1463.89,173288,4616
2025-05-14,Meta Ads,1071.52,109073,8189
2025-05-14,LinkedIn Ads,785.51,54673,3909
2025-05-14,Email Marketing,330.79,33997,2321
2025-05-14,Affiliate Partners,568.85,29159,2267
2025-05-15,Google Ads,1219.37,131762,4860
2025-05-15,Meta Ads,1460.64,162266,4341
2025-05-15,LinkedIn Ads,858.77,48741,1682
2025-05-15,Email Marketing,410.29,20870,1004
2025-05-15,Affiliate Partners,695.99,49280,1872
2025-05-16,Google Ads,1015.11,103564,2370
2025-05-16,Meta Ads,1428.07,160602,4997
2025-05-16,LinkedIn Ads,1073.7,59620,2049
2025-05-16,Email Marketing,304.2,16565,1157
2025-05-16,Affiliate Partners,739.43,67974,1828
2025-05-17,Google Ads,1792.56,199921,10856
2025-05-17,Meta Ads,1320.26,113834,5216
2025-05-17,LinkedIn Ads,695.35,72435,4064
2025-05-17,Email Marketing,190.16,21388,996
2025-05-17,Affiliate Partners,793.47,72538,4508
2025-05-18,Google Ads,1894.47,126210,6404
2025-05-18,Meta Ads,1140.95,95995,5676
2025-05-18,LinkedIn Ads,665.08,77506,4343
2025-05-18,Email Marketing,302.62,28563,692
2025-05-18,Affiliate Partners,803.41,54476,2272
2025-05-19,Google Ads,1316.47,78727,2882
2025-05-19,Meta Ads,1191.11,140559,5605
2025-05-19,LinkedIn Ads,574.99,53332,1964
2025-05-19,Email Marketing,295.01,19025,970
2025-05-19,Affiliate Partners,562.89,59768,3246
2025-05-20,Google Ads,1274.35,109450,4116
2025-05-20,Meta Ads,1161.57,65159,3715
2025-05-20,LinkedIn Ads,907.41,52601,2141
2025-05-20,Email Marketing,364.56,30822,1915
2025-05-20,Affiliate Partners,602.56,72003,2008
2025-05-21,Google Ads,1287.48,102390,4572
2025-05-21,Meta Ads,836.71,94993,5969
2025-05-21,LinkedIn Ads,547.01,58893,4552
2025-05-21,Email Marketing,353.7,38017,763
2025-05-21,Affiliate Partners,542.03,36875,869
2025-05-22,Google Ads,1544.04,142461,8717
2025-05-22,Meta Ads,1135.55,93043,3921
2025-05-22,LinkedIn Ads,657.41,38439,1735
2025-05-22,Email Marketing,292.12,16245,670
2025-05-22,Affiliate Partners,609.22,70621,4245
2025-05-23,Google Ads,1172.88,107384,2212
2025-05-23,Meta Ads,1538.62,145441,10878
2025-05-23,LinkedIn Ads,952.5,95896,2611
2025-05-23,Email Marketing,317.23,35901,861
2025-05-23,Affiliate Partners,462.75,23516,1065
2025-05-24,Google Ads,1532.57,108280,5323
2025-05-24,Meta Ads,1068.31,62613,3350
2025-05-24,LinkedIn Ads,814.86,60316,3845
2025-05-24,Email Marketing,358.17,35270,1615
2025-05-24,Affiliate Partners,651.26,63242,2309
2025-05-25,Google Ads,1800.17,146263,9931
2025-05-25,Meta Ads,1039.05,111770,7986
2025-05-25,LinkedIn Ads,778.51,56302,3092
2025-05-25,Email Marketing,348.65,26491,1485
2025-05-25,Affiliate Partners,723.91,55175,1655
2025-05-26,Google Ads,1838.01,147292,4206
2025-05-26,Meta Ads,1126.07,68478,1474
2025-05-26,LinkedIn Ads,924.75,88042,5125
2025-05-26,Email Marketing,266.27,20948,810
2025-05-26,Affiliate Partners,574.89,55993,3155
2025-05-27,Google Ads,1129.7,134617,6359
2025-05-27,Meta Ads,1057.81,103854,2952
2025-05-27,LinkedIn Ads,724.19,61832,4813
2025-05-27,Email Marketing,299.13,23001,513
2025-05-27,Affiliate Partners,589.4,36072,771
2025-05-28,Google Ads,1389.0,142976,6792
2025-05-28,Meta Ads,1334.62,77581,6001
2025-05-28,LinkedIn Ads,752.72,54179,3971
2025-05-28,Email Marketing,370.39,44032,1642
2025-05-28,Affiliate Partners,644.36,75569,3277
2025-05-29,Google Ads,1028.74,90424,2644
2025-05-29,Meta Ads,929.58,82508,4331
2025-05-29,LinkedIn Ads,902.09,72916,2781
2025-05-29,Email Marketing,330.05,22494,712
2025-05-29,Affiliate Partners,579.82,39959,3116
2025-05-30,Google Ads,1358.37,120948,4939
2025-05-30,Meta Ads,942.54,76424,4400
2025-05-30,LinkedIn Ads,838.28,70602,3114
2025-05-30,Email Marketing,366.06,34206,1097
2025-05-30,Affiliate Partners,835.0,64845,1450
2025-05-31,Google Ads,2293.3,151226,11771
2025-05-31,Meta Ads,839.29,95394,6041
2025-05-31,LinkedIn Ads,973.73,57591,3883
2025-05-31,Email Marketing,305.88,17966,1215
2025-05-31,Affiliate Partners,674.59,78308,2265
2025-06-01,Google Ads,1389.12,114445,9025
2025-06-01,Meta Ads,1470.25,134103,5702
2025-06-01,LinkedIn Ads,791.78,55428,1784
2025-06-01,Email Marketing,264.26,22670,1123
2025-06-01,Affiliate Partners,764.93,69157,4974
2025-06-02,Google Ads,1483.53,160112,10546
2025-06-02,Meta Ads,1268.53,114354,8846
2025-06-02,LinkedIn Ads,768.43,84355,3909
2025-06-02,Email Marketing,290.92,31794,2339
2025-06-02,Affiliate Partners,671.23,63002,4761
2025-06-03,Google Ads,617.88,31720,1541
2025-06-03,Meta Ads,1469.79,144740,4062
2025-06-03,LinkedIn Ads,951.6,67523,2803
2025-06-03,Email Marketing,262.4,16990,1315
2025-06-03,Affiliate Partners,703.49,35610,2844
2025-06-04,Google Ads,1785.94,126128,2630
2025-06-04,Meta Ads,1323.14,134498,9421
2025-06-04,LinkedIn Ads,697.36,71647,4738
2025-06-04,Email Marketing,325.92,31319,2066
2025-06-04,Affiliate Partners,642.17,36091,1777
2025-06-05,Google Ads,1821.05,100950,4487
2025-06-05,Meta Ads,1037.96,77242,2059
2025-06-05,LinkedIn Ads,776.88,82796,6363
2025-06-05,Email Marketing,186.38,10321,516
2025-06-05,Affiliate Partners,625.6,66072,4124
2025-06-06,Google Ads,1017.73,67441,2485
2025-06-06,Meta Ads,1016.95,108044,8184
2025-06-06,LinkedIn Ads,932.72,67626,3285
2025-06-06,Email Marketing,288.37,18981,1109
2025-06-06,Affiliate Partners,607.19,45567,2682
2025-06-07,Google Ads,1583.21,92783,6802
2025-06-07,Meta Ads,475.32,43258,2486
2025-06-07,LinkedIn Ads,829.42,45638,2781
2025-06-07,Email Marketing,348.43,37482,2557
2025-06-07,Affiliate Partners,483.17,42845,2194
2025-06-08,Google Ads,1617.72,111620,5558
2025-06-08,Meta Ads,1077.85,75340,2111
2025-06-08,LinkedIn Ads,716.15,73337,2864
2025-06-08,Email Marketing,309.14,15459,783
2025-06-08,Affiliate Partners,560.65,60973,1233
2025-06-09,Google Ads,1546.56,104048,6706
2025-06-09,Meta Ads,1042.05,78379,2839
2025-06-09,LinkedIn Ads,751.4,81895,3177
2025-06-09,Email Marketing,315.75,25376,1892
2025-06-09,Affiliate Partners,623.23,47622,3707
2025-06-10,Google Ads,1579.61,133582,5778
2025-06-10,Meta Ads,1060.14,99960,6220
2025-06-10,LinkedIn Ads,954.46,112267,7371
2025-06-10,Email Marketing,374.17,43610,2710
2025-06-10,Affiliate Partners,525.88,55074,3230
2025-06-11,Google Ads,1405.18,74998,3120
2025-06-11,Meta Ads,1200.13,96359,4573
2025-06-11,LinkedIn Ads,896.19,57913,2439
2025-06-11,Email Marketing,269.51,27956,1257
2025-06-11,Affiliate Partners,582.27,62624,4447
2025-06-12,Google Ads,1686.66,140093,10200
2025-06-12,Meta Ads,926.68,60328,3660
2025-06-12,LinkedIn Ads,551.4,32842,1940
2025-06-12,Email Marketing,349.07,35501,1382
2025-06-12,Affiliate Partners,457.27,45692,1459
2025-06-13,Google Ads,1992.8,223821,8336
2025-06-13,Meta Ads,1069.41,61818,3149
2025-06-13,LinkedIn Ads,773.95,53194,3730
2025-06-13,Email Marketing,286.28,24191,1070
2025-06-13,Affiliate Partners,480.68,41898,2334
2025-06-14,Google Ads,1494.22,175488,8974
2025-06-14,Meta Ads,1136.91,110766,4287
2025-06-14,LinkedIn Ads,914.46,79092,6213
2025-06-14,Email Marketing,343.09,20169,423
2025-06-14,Affiliate Partners,680.74,39765,1428
2025-06-15,Google Ads,1677.54,85938,3231
2025-06-15,Meta Ads,1224.45,91057,3852
2025-06-15,LinkedIn Ads,1047.84,52491,1994
2025-06-15,Email Marketing,309.89,33868,725
2025-06-15,Affiliate Partners,606.11,68428,4584
2025-06-16,Google Ads,1433.04,111576,4259
2025-06-16,Meta Ads,1557.57,85041,2865
2025-06-16,LinkedIn Ads,783.48,80166,3882
2025-06-16,Email Marketing,201.41,10885,843
2025-06-16,Affiliate Partners,602.51,70730,1735
2025-06-17,Google Ads,1569.21,118628,3976
2025-06-17,Meta Ads,1109.95,103857,6945
2025-06-17,LinkedIn Ads,749.17,67785,1953
2025-06-17,Email Marketing,329.89,25458,1538
2025-06-17,Affiliate Partners,736.82,50246,2045
2025-06-18,Google Ads,1429.79,118528,8700
2025-06-18,Meta Ads,1311.93,130589,3099
2025-06-18,LinkedIn Ads,666.38,39582,3066
2025-06-18,Email Marketing,425.37,37039,1278
2025-06-18,Affiliate Partners,842.83,46639,1701
2025-06-19,Google Ads,1502.04,159948,7610
2025-06-19,Meta Ads,669.15,35513,1063
2025-06-19,LinkedIn Ads,1045.35,84869,2762
2025-06-19,Email Marketing,274.25,32153,1022
2025-06-19,Affiliate Partners,670.63,78195,6231
2025-06-20,Google Ads,1020.56,82246,4574
2025-06-20,Meta Ads,1310.92,72252,4142
2025-06-20,LinkedIn Ads,868.14,89428,2656
2025-06-20,Email Marketing,301.15,25110,1584
2025-06-20,Affiliate Partners,686.37,66346,1974
2025-06-21,Google Ads,1112.02,99587,6602
2025-06-21,Meta Ads,1124.87,56954,2359
2025-06-21,LinkedIn Ads,799.89,91853,3097
2025-06-21,Email Marketing,224.98,16314,1156
2025-06-21,Affiliate Partners,672.54,67940,1747
2025-06-22,Google Ads,1368.98,114532,6842
2025-06-22,Meta Ads,1184.13,69028,2577
2025-06-22,LinkedIn Ads,919.07,109854,2493
2025-06-22,Email Marketing,289.13,29858,1263
2025-06-22,Affiliate Partners,770.35,88043,6784
2025-06-23,Google Ads,1319.87,119314,4942
2025-06-23,Meta Ads,1035.69,92678,3847
2025-06-23,LinkedIn Ads,926.5,88910,3060
2025-06-23,Email Marketing,300.86,19693,439
2025-06-23,Affiliate Partners,485.53,25500,778
2025-06-24,Google Ads,1377.89,160568,8814
2025-06-24,Meta Ads,1364.72,109945,6025
2025-06-24,LinkedIn Ads,1058.75,73874,3042
2025-06-24,Email Marketing,306.26,34480,2647
2025-06-24,Affiliate Partners,577.31,60400,2934
2025-06-25,Google Ads,1776.5,150696,4864
2025-06-25,Meta Ads,899.43,65846,4694
2025-06-25,LinkedIn Ads,858.18,55348,1343
2025-06-25,Email Marketing,143.75,15346,1076
2025-06-25,Affiliate Partners,623.87,45700,2815
2025-06-26,Google Ads,1704.06,103286,7493
2025-06-26,Meta Ads,1486.2,130394,4817
2025-06-26,LinkedIn Ads,719.33,42405,2795
2025-06-26,Email Marketing,295.11,14755,663
2025-06-26,Affiliate Partners,518.92,61291,2057
2025-06-27,Google Ads,1510.25,107671,4116
2025-06-27,Meta Ads,1363.05,138939,9851
2025-06-27,LinkedIn Ads,616.19,49039,1872
2025-06-27,Email Marketing,371.65,39831,1230
2025-06-27,Affiliate Partners,482.26,36635,2715
2025-06-28,Google Ads,1320.75,120643,7197
2025-06-28,Meta Ads,1541.37,85533,4505
2025-06-28,LinkedIn Ads,667.13,69811,3841
2025-06-28,Email Marketing,331.35,38653,871
2025-06-28,Affiliate Partners,678.05,47978,3016
2025-06-29,Google Ads,1049.08,108191,2829
2025-06-29,Meta Ads,1678.96,127348,9675
2025-06-29,LinkedIn Ads,1297.59,140042,8659
2025-06-29,Email Marketing,280.76,32138,1982
2025-06-29,Affiliate Partners,815.43,82381,5906
2025-06-30,Google Ads,1751.68,111524,4541
2025-06-30,Meta Ads,1051.86,77304,6084
2025-06-30,LinkedIn Ads,870.32,87810,4717
2025-06-30,Email Marketing,346.74,40324,2007
2025-06-30,Affiliate Partners,469.0,49260,3155
