date,channel,spend,impressions,clicks,conversions,revenue
2025-03-28,Affiliate Partners,732.98,47005,2839,143,10641.38
2025-03-29,Google Ads,1188.03,140061,3590,187,22959.42
2025-03-29,Meta Ads,1050.3,116341,3563,150,14000.15
2025-03-29,LinkedIn Ads,1106.25,108947,7657,240,56571.66
2025-03-29,Email Marketing,309.03,26206,1495,114,6658.75
2025-03-29,Affiliate Partners,643.8,71347,3869,248,23189.48
2025-03-30,Google Ads,1831.66,119235,7098,370,50968.39
2025-03-30,Meta Ads,1484.89,115183,6804,232,26681.94
2025-03-30,LinkedIn Ads,848.42,101775,2329,75,19577.57
2025-03-30,Email Marketing,254.74,30162,1339,119,5372.93
2025-03-30,Affiliate Partners,638.56,57273,3683,211,14552.76
2025-03-31,Google Ads,1626.58,181356,8024,430,44826.59
2025-03-31,Meta Ads,1485.47,158275,10404,455,50303.91
2025-03-31,LinkedIn Ads,603.58,63887,2947,83,21103.27
2025-03-31,Email Marketing,291.0,25640,521,39,2234.59
2025-03-31,Affiliate Partners,615.07,44728,1878,124,11369.59
2025-04-01,Google Ads,1978.35,152726,7166,356,40488.36
2025-04-01,Meta Ads,996.73,66410,2815,84,6210.73
2025-04-01,LinkedIn Ads,1062.72,99220,4743,163,37619.29
2025-04-01,Email Marketing,360.59,27615,1982,160,13617.87
2025-04-01,Affiliate Partners,300.07,15542,629,33,2731.43
2025-04-02,Google Ads,2187.28,167575,7361,402,48315.37
2025-04-02,Meta Ads,1445.42,133778,8815,479,31121.11
2025-04-02,LinkedIn Ads,1190.36,127260,8028,243,60120.14
2025-04-02,Email Marketing,345.54,23166,1751,146,11186.46
2025-04-02,Affiliate Partners,633.74,34360,2613,147,12264.94
2025-04-03,Google Ads,1273.81,107014,3789,154,19873.5
2025-04-03,Meta Ads,1132.64,79217,3044,126,12547.07
2025-04-03,LinkedIn Ads,828.78,59499,3368,102,26062.46
2025-04-03,Email Marketing,383.52,38402,1396,112,6359.81
2025-04-03,Affiliate Partners,482.1,30218,1839,103,10073.5
2025-04-04,Google Ads,1432.61,89825,4626,264,30737.08
2025-04-04,Meta Ads,1055.67,94706,3352,134,10241.73
2025-04-04,LinkedIn Ads,851.17,99930,4897,151,39257.17
2025-04-04,Email Marketing,313.43,16624,964,86,4886.96
2025-04-04,Affiliate Partners,763.7,89045,4995,290,24206.79
2025-04-05,Google Ads,1514.66,99915,3269,174,20317.11
2025-04-05,Meta Ads,1209.74,112226,5012,178,18373.36
2025-04-05,LinkedIn Ads,600.98,62884,2294,65,15356.63
2025-04-05,Email Marketing,258.43,27802,1262,109,9543.27
2025-04-05,Affiliate Partners,519.18,48631,2290,138,11204.77
2025-04-06,Google Ads,1583.7,144215,4338,228,24412.98
2025-04-06,Meta Ads,1352.11,88119,2268,91,5252.0
2025-04-06,LinkedIn Ads,866.21,44743,2618,76,17219.9
2025-04-06,Email Marketing,357.83,23701,1029,90,5854.34
2025-04-06,Affiliate Partners,865.26,79269,3948,232,16375.49
2025-04-07,Google Ads,1258.9,100679,6348,308,43513.61
2025-04-07,Meta Ads,1593.39,156901,12469,343,37439.99
2025-04-07,LinkedIn Ads,891.04,61651,1526,40,9275.79
2025-04-07,Email Marketing,397.7,22269,1640,122,11607.8
2025-04-07,Affiliate Partners,530.2,34922,1442,79,4953.28
2025-04-08,Google Ads,1195.57,65588,3354,186,23264.56
2025-04-08,Meta Ads,1256.11,140188,8278,292,27228.82
2025-04-08,LinkedIn Ads,551.06,48111,1898,37,9860.96
2025-04-08,Email Marketing,373.66,44685,2668,227,17701.48
2025-04-08,Affiliate Partners,454.84,40501,2585,159,16920.43
2025-04-09,Google Ads,1288.5,115141,8918,445,45510.99
2025-04-09,Meta Ads,1186.62,73891,4536,191,23166.52
2025-04-09,LinkedIn Ads,827.1,46952,2207,43,10516.86
2025-04-09,Email Marketing,215.18,22148,904,74,5120.17
2025-04-09,Affiliate Partners,730.96,83988,2862,157,15201.98
2025-04-10,Google Ads,1682.74,131173,3823,235,28891.36
2025-04-10,Meta Ads,1491.14,128934,7402,262,17492.59
2025-04-10,LinkedIn Ads,822.67,46266,3021,79,21058.09
2025-04-10,Email Marketing,308.01,32261,2017,166,11614.01
2025-04-10,Affiliate Partners,581.7,30557,1166,66,4198.76
2025-04-11,Google Ads,1264.2,70966,5408,292,39042.32
2025-04-11,Meta Ads,880.5,78158,2995,96,10929.37
2025-04-11,LinkedIn Ads,623.46,57384,2923,81,21950.51
2025-04-11,Email Marketing,170.83,19535,973,71,3515.4
2025-04-11,Affiliate Partners,609.82,46738,3396,201,17595.9
2025-04-12,Google Ads,1470.33,162859,11132,656,85667.82
2025-04-12,Meta Ads,1039.66,57871,2556,99,7385.84
2025-04-12,LinkedIn Ads,958.73,59581,3675,114,26850.35
2025-04-12,Email Marketing,301.69,28620,1984,174,11437.76
2025-04-12,Affiliate Partners,598.91,35501,2546,173,15601.83
2025-04-13,Google Ads,1492.49,137962,9090,448,50269.66
2025-04-13,Meta Ads,1396.26,86901,4358,166,16006.51
2025-04-13,LinkedIn Ads,629.58,47676,1148,29,6991.69
2025-04-13,Email Marketing,281.69,14593,410,32,2277.72
2025-04-13,Affiliate Partners,606.8,71364,3279,161,13986.48
2025-04-14,Google Ads,1658.91,119154,6001,270,27729.0
2025-04-14,Meta Ads,974.56,92444,3047,96,6056.79
2025-04-14,LinkedIn Ads,776.95,72544,4280,77,18431.08
2025-04-14,Email Marketing,287.19,15528,1237,111,6894.41
2025-04-14,Affiliate Partners,778.89,42094,2597,158,13589.14
2025-04-15,Google Ads,1315.98,129559,3075,155,18419.94
2025-04-15,Meta Ads,1127.41,96573,7706,262,29282.15
2025-04-15,LinkedIn Ads,869.91,62144,3569,121,27195.97
2025-04-15,Email Marketing,371.44,32275,1470,110,7238.31
2025-04-15,Affiliate Partners,435.97,33022,1480,81,7094.75
2025-04-16,Google Ads,1432.57,154613,9897,458,69833.94
2025-04-16,Meta Ads,1061.64,54508,1939,89,8293.79
2025-04-16,LinkedIn Ads,385.43,39784,1122,33,8797.42
2025-04-16,Email Marketing,211.27,10742,370,28,1617.19
2025-04-16,Affiliate Partners,622.0,73589,5010,302,28063.21
2025-04-17,Google Ads,1495.41,86257,4561,231,22255.71
2025-04-17,Meta Ads,1339.03,109541,7740,278,24711.53
2025-04-17,LinkedIn Ads,795.63,48138,1900,46,12861.05
2025-04-17,Email Marketing,244.0,24794,1204,87,6749.79
2025-04-17,Affiliate Partners,435.37,35770,2400,161,18365.55
2025-04-18,Google Ads,1015.93,114237,8832,423,53878.12
2025-04-18,Meta Ads,1039.42,102039,4719,202,18772.31
2025-04-18,LinkedIn Ads,966.38,65546,4617,113,28988.98
2025-04-18,Email Marketing,429.44,41292,3043,204,16367.13
2025-04-18,Affiliate Partners,527.31,49866,2834,171,13109.35
2025-04-19,Google Ads,1509.6,91348,5868,353,38786.22
2025-04-19,Meta Ads,1019.18,87502,5321,202,24214.41
2025-04-19,LinkedIn Ads,741.55,40776,845,17,4109.72
2025-04-19,Email Marketing,311.08,36382,2337,185,15283.04
2025-04-19,Affiliate Partners,438.34,32647,2170,132,8000.6
2025-04-20,Google Ads,1208.52,116375,3620,171,18962.14
2025-04-20,Meta Ads,1484.57,101772,2163,85,8192.95
2025-04-20,LinkedIn Ads,915.03,51014,3982,107,23899.5
2025-04-20,Email Marketing,359.76,33719,1447,123,9075.99
2025-04-20,Affiliate Partners,509.18,32790,894,59,5113.12
2025-04-21,Google Ads,1898.46,180492,9352,519,65912.06
2025-04-21,Meta Ads,1333.5,70590,5513,257,25143.28
2025-04-21,LinkedIn Ads,697.04,82667,4638,113,32101.78
2025-04-21,Email Marketing,355.67,32284,2094,176,13834.69
2025-04-21,Affiliate Partners,664.6,39189,1579,84,5096.73
2025-04-22,Google Ads,1821.75,209439,7011,360,43985.81
2025-04-22,Meta Ads,949.25,76659,4352,160,14738.36
2025-04-22,LinkedIn Ads,485.38,56311,1939,63,16407.16
2025-04-22,Email Marketing,286.72,32137,1888,140,9565.83
2025-04-22,Affiliate Partners,566.78,39682,2736,153,11350.23
2025-04-23,Google Ads,1449.86,149122,7103,340,38364.01
2025-04-23,Meta Ads,1267.82,138116,8799,296,26073.21
2025-04-23,LinkedIn Ads,906.06,56556,2980,66,13599.85
2025-04-23,Email Marketing,370.41,44051,3358,303,26158.46
2025-04-23,Affiliate Partners,647.96,69490,2280,132,10597.26
2025-04-24,Google Ads,1304.59,111424,7848,346,50320.8
2025-04-24,Meta Ads,1274.12,116358,5876,290,26781.62
2025-04-24,LinkedIn Ads,1072.35,75953,4093,123,31073.4
2025-04-24,Email Marketing,345.2,32635,2143,157,10020.16
2025-04-24,Affiliate Partners,645.74,39522,1884,114,8342.72
2025-04-25,Google Ads,1437.29,152360,4912,240,28470.96
2025-04-25,Meta Ads,995.88,88489,5661,224,20335.59
2025-04-25,LinkedIn Ads,608.66,45574,3054,60,14354.69
2025-04-25,Email Marketing,326.68,29007,589,43,3640.69
2025-04-25,Affiliate Partners,505.81,59212,2491,123,11968.37
2025-04-26,Google Ads,1694.48,123502,3573,203,23439.86
2025-04-26,Meta Ads,1373.37,164452,6923,186,15731.94
2025-04-26,LinkedIn Ads,740.35,60266,3816,94,22075.06
2025-04-26,Email Marketing,313.48,24265,1086,84,7808.05
2025-04-26,Affiliate Partners,711.91,70260,1418,89,5885.71
2025-04-27,Google Ads,1042.3,110060,2815,118,13581.18
2025-04-27,Meta Ads,1503.02,137036,6695,260,25335.18
2025-04-27,LinkedIn Ads,709.72,64299,3452,77,19840.78
2025-04-27,Email Marketing,311.07,27762,1560,139,11430.32
2025-04-27,Affiliate Partners,722.89,49797,3461,206,15914.07
2025-04-28,Google Ads,1677.76,142404,3506,169,23272.92
2025-04-28,Meta Ads,1159.16,121645,7598,280,25389.94
2025-04-28,LinkedIn Ads,727.48,76533,3905,98,23762.38
2025-04-28,Email Marketing,231.5,16893,777,56,4191.3
2025-04-28,Affiliate Partners,576.76,32415,1077,64,5600.23
2025-04-29,Google Ads,1954.03,234258,17800,842,116458.97
2025-04-29,Meta Ads,1351.39,128354,5811,206,23830.2
2025-04-29,LinkedIn Ads,995.37,58013,2587,42,10773.91
2025-04-29,Email Marketing,334.93,36435,1567,129,7490.6
2025-04-29,Affiliate Partners,826.15,51975,2169,134,13291.83
2025-04-30,Google Ads,1962.97,144113,3108,120,15304.94
2025-04-30,Meta Ads,1233.81,87490,6687,184,13894.77
2025-04-30,LinkedIn Ads,517.05,35237,1613,53,12787.48
2025-04-30,Email Marketing,330.82,27151,1329,98,6569.03
2025-04-30,Affiliate Partners,536.08,31812,790,55,2888.86
2025-05-01,Google Ads,1491.75,120204,7665,342,48721.82
2025-05-01,Meta Ads,1625.34,168362,4972,245,21669.89
2025-05-01,LinkedIn Ads,640.26,65688,3903,73,20544.95
2025-05-01,Email Marketing,318.11,37206,898,78,6254.37
2025-05-01,Affiliate Partners,587.98,40170,1398,78,6182.64
2025-05-02,Google Ads,1438.9,163225,5708,280,34989.58
2025-05-02,Meta Ads,1419.26,115643,7702,363,37458.43
2025-05-02,LinkedIn Ads,671.49,36647,1805,35,9472.66
2025-05-02,Email Marketing,154.55,11484,849,69,5541.11
2025-05-02,Affiliate Partners,706.09,36382,2176,146,9245.64
2025-05-03,Google Ads,1520.1,175689,4064,202,22629.69
2025-05-03,Meta Ads,1323.83,104999,3738,120,11424.08
2025-05-03,LinkedIn Ads,927.08,59209,3192,119,26465.46
2025-05-03,Email Marketing,224.74,18535,1451,115,9154.94
2025-05-03,Affiliate Partners,406.18,23553,684,41,3210.43
2025-05-04,Google Ads,1849.42,121640,4264,185,22845.98
2025-05-04,Meta Ads,1248.14,108135,2907,105,6000.87
2025-05-04,LinkedIn Ads,983.78,108422,6870,212,56047.67
2025-05-04,Email Marketing,310.59,27346,681,54,3965.55
2025-05-04,Affiliate Partners,555.96,45633,2239,146,12171.3
2025-05-05,Google Ads,1630.97,134327,6005,327,37780.85
2025-05-05,Meta Ads,1416.94,135414,7139,332,31477.51
2025-05-05,LinkedIn Ads,803.33,85512,4066,105,24249.65
2025-05-05,Email Marketing,256.32,13748,923,75,4314.05
2025-05-05,Affiliate Partners,522.48,32148,1279,72,4879.39
2025-05-06,Google Ads,1260.24,129770,6639,296,44953.99
2025-05-06,Meta Ads,1277.54,142535,10295,480,57026.65
2025-05-06,LinkedIn Ads,759.62,50678,2385,45,11298.1
2025-05-06,Email Marketing,352.99,30960,1543,113,6730.8
2025-05-06,Affiliate Partners,590.66,33893,2013,111,10943.91
2025-05-07,Google Ads,1372.09,143099,11142,535,72773.74
2025-05-07,Meta Ads,1475.63,94829,4874,209,26031.91
2025-05-07,LinkedIn Ads,947.08,85645,4973,87,23393.3
2025-05-07,Email Marketing,259.91,27512,1203,103,5706.13
2025-05-07,Affiliate Partners,608.14,37131,2292,149,12671.28
2025-05-08,Google Ads,1755.83,185289,7227,353,37997.26
2025-05-08,Meta Ads,1119.65,70421,5185,188,22700.47
2025-05-08,LinkedIn Ads,735.42,70453,2052,51,13348.33
2025-05-08,Email Marketing,423.75,23663,1726,131,7637.59
2025-05-08,Affiliate Partners,471.9,50140,2522,164,9800.04
2025-05-09,Google Ads,1476.11,175491,10542,505,60857.76
2025-05-09,Meta Ads,1308.57,123564,3701,150,13097.04
2025-05-09,LinkedIn Ads,770.06,47247,980,26,6770.21
2025-05-09,Email Marketing,359.14,32029,1654,138,7619.39
2025-05-09,Affiliate Partners,669.56,37199,2376,139,13611.08
2025-05-10,Google Ads,1597.74,100847,7209,392,38967.59
2025-05-10,Meta Ads,1240.43,123692,4806,200,12065.32
2025-05-10,LinkedIn Ads,1010.82,83879,5812,146,40656.11
2025-05-10,Email Marketing,172.69,14608,1018,76,4368.87
2025-05-10,Affiliate Partners,527.06,38720,1178,75,4264.35
2025-05-11,Google Ads,1752.19,99952,3437,160,20631.46
2025-05-11,Meta Ads,1331.22,79790,3261,120,10375.25
2025-05-11,LinkedIn Ads,1058.46,101167,5792,166,42549.65
2025-05-11,Email Marketing,280.66,20955,1477,120,7789.58
2025-05-11,Affiliate Partners,648.45,61206,1687,104,8126.98
2025-05-12,Google Ads,1492.74,145292,5739,300,33763.81
2025-05-12,Meta Ads,1088.49,67749,4833,188,14128.32
2025-05-12,LinkedIn Ads,832.19,54843,3851,95,22594.32
2025-05-12,Email Marketing,352.28,34731,1762,131,9678.27
2025-05-12,Affiliate Partners,438.48,31295,1025,62,5688.07
2025-05-13,Google Ads,1654.17,183587,12110,579,73023.94
2025-05-13,Meta Ads,1243.1,130763,7832,334,32288.32
2025-05-13,LinkedIn Ads,865.57,83918,4500,93,23458.36
2025-05-13,Email Marketing,285.52,16494,772,63,4416.78
2025-05-13,Affiliate Partners,732.85,64685,2770,137,11289.81
2025-05-14,Google Ads,1463.89,173288,4616,281,32202.43
2025-05-14,Meta Ads,1071.52,109073,8189,297,28393.27
2025-05-14,LinkedIn Ads,785.51,54673,3909,103,27592.78
2025-05-14,Email Marketing,330.79,33997,2321,171,13845.99
2025-05-14,Affiliate Partners,568.85,29159,2267,142,11057.23
2025-05-15,Google Ads,1219.37,131762,4860,251,33995.91
2025-05-15,Meta Ads,1460.64,162266,4341,192,13988.1
2025-05-15,LinkedIn Ads,858.77,48741,1682,48,11953.42
2025-05-15,Email Marketing,410.29,20870,1004,80,5687.84
2025-05-15,Affiliate Partners,695.99,49280,1872,110,10766.32
2025-05-16,Google Ads,1015.11,103564,2370,117,12075.2
2025-05-16,Meta Ads,1428.07,160602,4997,190,17609.28
2025-05-16,LinkedIn Ads,1073.7,59620,2049,63,16319.92
2025-05-16,Email Marketing,304.2,16565,1157,87,9333.17
2025-05-16,Affiliate Partners,739.43,67974,1828,112,11102.66
2025-05-17,Google Ads,1792.56,199921,10856,534,68352.21
2025-05-17,Meta Ads,1320.26,113834,5216,230,24902.77
2025-05-17,LinkedIn Ads,695.35,72435,4064,123,32359.2
2025-05-17,Email Marketing,190.16,21388,996,78,4791.06
2025-05-17,Affiliate Partners,793.47,72538,4508,277,26037.15
2025-05-18,Google Ads,1894.47,126210,6404,313,42560.98
2025-05-18,Meta Ads,1140.95,95995,5676,268,20436.39
2025-05-18,LinkedIn Ads,665.08,77506,4343,90,22310.49
2025-05-18,Email Marketing,302.62,28563,692,56,3479.36
2025-05-18,Affiliate Partners,803.41,54476,2272,151,13040.51
2025-05-19,Google Ads,1316.47,78727,2882,144,14178.44
2025-05-19,Meta Ads,1191.11,140559,5605,187,17618.23
2025-05-19,LinkedIn Ads,574.99,53332,1964,28,7425.31
2025-05-19,Email Marketing,295.01,19025,970,76,9017.13
2025-05-19,Affiliate Partners,562.89,59768,3246,232,17928.56
2025-05-20,Google Ads,1274.35,109450,4116,203,27391.55
2025-05-20,Meta Ads,1161.57,65159,3715,180,11777.32
2025-05-20,LinkedIn Ads,907.41,52601,2141,34,8182.76
2025-05-20,Email Marketing,364.56,30822,1915,158,12237.59
2025-05-20,Affiliate Partners,602.56,72003,2008,131,8122.59
2025-05-21,Google Ads,1287.48,102390,4572,175,23252.29
2025-05-21,Meta Ads,836.71,94993,5969,214,12780.65
2025-05-21,LinkedIn Ads,547.01,58893,4552,117,30642.02
2025-05-21,Email Marketing,353.7,38017,763,60,3787.94
2025-05-21,Affiliate Partners,542.03,36875,869,51,3796.5
2025-05-22,Google Ads,1544.04,142461,8717,377,41198.48
2025-05-22,Meta Ads,1135.55,93043,3921,167,15835.8
2025-05-22,LinkedIn Ads,657.41,38439,1735,44,10343.2
2025-05-22,Email Marketing,292.12,16245,670,52,1941.89
2025-05-22,Affiliate Partners,609.22,70621,4245,258,26169.68
2025-05-23,Google Ads,1172.88,107384,2212,94,10453.84
2025-05-23,Meta Ads,1538.62,145441,10878,453,49283.07
2025-05-23,LinkedIn Ads,952.5,95896,2611,59,14137.36
2025-05-23,Email Marketing,317.23,35901,861,60,4293.09
2025-05-23,Affiliate Partners,462.75,23516,1065,74,6227.87
2025-05-24,Google Ads,1532.57,108280,5323,265,33080.28
2025-05-24,Meta Ads,1068.31,62613,3350,133,10348.04
2025-05-24,LinkedIn Ads,814.86,60316,3845,111,28125.89
2025-05-24,Email Marketing,358.17,35270,1615,129,7142.67
2025-05-24,Affiliate Partners,651.26,63242,2309,153,13765.49
2025-05-25,Google Ads,1800.17,146263,9931,469,63327.84
2025-05-25,Meta Ads,1039.05,111770,7986,299,23402.71
2025-05-25,LinkedIn Ads,778.51,56302,3092,65,14523.21
2025-05-25,Email Marketing,348.65,26491,1485,122,5189.0
2025-05-25,Affiliate Partners,723.91,55175,1655,89,4349.09
2025-05-26,Google Ads,1838.01,147292,4206,208,24491.0
2025-05-26,Meta Ads,1126.07,68478,1474,56,4164.23
2025-05-26,LinkedIn Ads,924.75,88042,5125,98,25182.62
2025-05-26,Email Marketing,266.27,20948,810,62,4634.21
2025-05-26,Affiliate Partners,574.89,55993,3155,175,14475.29
2025-05-27,Google Ads,1129.7,134617,6359,359,46236.5
2025-05-27,Meta Ads,1057.81,103854,2952,111,10418.24
2025-05-27,LinkedIn Ads,724.19,61832,4813,114,28513.48
2025-05-27,Email Marketing,299.13,23001,513,40,2701.4
2025-05-27,Affiliate Partners,589.4,36072,771,47,3059.68
2025-05-28,Google Ads,1389.0,142976,6792,305,30247.42
2025-05-28,Meta Ads,1334.62,77581,6001,192,13774.23
2025-05-28,LinkedIn Ads,752.72,54179,3971,102,24134.04
2025-05-28,Email Marketing,370.39,44032,1642,135,9520.3
2025-05-28,Affiliate Partners,644.36,75569,3277,164,14731.24
2025-05-29,Google Ads,1028.74,90424,2644,142,14923.07
2025-05-29,Meta Ads,929.58,82508,4331,182,14041.76
2025-05-29,LinkedIn Ads,902.09,72916,2781,70,16172.28
2025-05-29,Email Marketing,330.05,22494,712,50,3212.89
2025-05-29,Affiliate Partners,579.82,39959,3116,185,13696.44
2025-05-30,Google Ads,1358.37,120948,4939,217,24738.33
2025-05-30,Meta Ads,942.54,76424,4400,181,16168.12
2025-05-30,LinkedIn Ads,838.28,70602,3114,80,19195.86
2025-05-30,Email Marketing,366.06,34206,1097,94,4921.6
2025-05-30,Affiliate Partners,835.0,64845,1450,90,8795.55
2025-05-31,Google Ads,2293.3,151226,11771,616,72048.68
2025-05-31,Meta Ads,839.29,95394,6041,225,23746.8
2025-05-31,LinkedIn Ads,973.73,57591,3883,69,16245.92
2025-05-31,Email Marketing,305.88,17966,1215,94,8325.09
2025-05-31,Affiliate Partners,674.59,78308,2265,140,9167.1
2025-06-01,Google Ads,1389.12,114445,9025,437,48413.11
2025-06-01,Meta Ads,1470.25,134103,5702,207,21669.45
2025-06-01,LinkedIn Ads,791.78,55428,1784,32,8772.21
2025-06-01,Email Marketing,264.26,22670,1123,94,8118.11
2025-06-01,Affiliate Partners,764.93,69157,4974,286,22236.75
2025-06-02,Google Ads,1483.53,160112,10546,451,50570.66
2025-06-02,Meta Ads,1268.53,114354,8846,375,41040.35
2025-06-02,LinkedIn Ads,768.43,84355,3909,76,18583.32
2025-06-02,Email Marketing,290.92,31794,2339,185,9076.68
2025-06-02,Affiliate Partners,671.23,63002,4761,299,20672.9
2025-06-03,Google Ads,617.88,31720,1541,75,8491.56
2025-06-03,Meta Ads,1469.79,144740,4062,146,13124.57
2025-06-03,LinkedIn Ads,951.6,67523,2803,67,16376.28
2025-06-03,Email Marketing,262.4,16990,1315,100,7479.29
2025-06-03,Affiliate Partners,703.49,35610,2844,194,15927.07
2025-06-04,Google Ads,1785.94,126128,2630,144,14277.12
2025-06-04,Meta Ads,1323.14,134498,9421,384,28239.16
2025-06-04,LinkedIn Ads,697.36,71647,4738,83,19829.48
2025-06-04,Email Marketing,325.92,31319,2066,177,14912.29
2025-06-04,Affiliate Partners,642.17,36091,1777,108,6157.03
2025-06-05,Google Ads,1821.05,100950,4487,219,27271.08
2025-06-05,Meta Ads,1037.96,77242,2059,84,5236.82
2025-06-05,LinkedIn Ads,776.88,82796,6363,130,32375.05
2025-06-05,Email Marketing,186.38,10321,516,42,1556.44
2025-06-05,Affiliate Partners,625.6,66072,4124,244,20043.56
2025-06-06,Google Ads,1017.73,67441,2485,134,17472.64
2025-06-06,Meta Ads,1016.95,108044,8184,351,27378.31
2025-06-06,LinkedIn Ads,932.72,67626,3285,50,12205.21
2025-06-06,Email Marketing,288.37,18981,1109,94,8544.77
2025-06-06,Affiliate Partners,607.19,45567,2682,170,14694.82
2025-06-07,Google Ads,1583.21,92783,6802,353,39415.35
2025-06-07,Meta Ads,475.32,43258,2486,97,11158.5
2025-06-07,LinkedIn Ads,829.42,45638,2781,56,15356.41
2025-06-07,Email Marketing,348.43,37482,2557,200,17976.3
2025-06-07,Affiliate Partners,483.17,42845,2194,116,10299.47
2025-06-08,Google Ads,1617.72,111620,5558,257,25384.14
2025-06-08,Meta Ads,1077.85,75340,2111,86,9042.22
2025-06-08,LinkedIn Ads,716.15,73337,2864,59,13423.37
2025-06-08,Email Marketing,309.14,15459,783,62,4258.69
2025-06-08,Affiliate Partners,560.65,60973,1233,77,7256.78
2025-06-09,Google Ads,1546.56,104048,6706,333,49228.24
2025-06-09,Meta Ads,1042.05,78379,2839,116,9837.22
2025-06-09,LinkedIn Ads,751.4,81895,3177,53,13041.19
2025-06-09,Email Marketing,315.75,25376,1892,148,12491.88
2025-06-09,Affiliate Partners,623.23,47622,3707,230,14331.18
2025-06-10,Google Ads,1579.61,133582,5778,293,38111.38
2025-06-10,Meta Ads,1060.14,99960,6220,296,30580.52
2025-06-10,LinkedIn Ads,954.46,112267,7371,212,53191.07
2025-06-10,Email Marketing,374.17,43610,2710,222,19700.85
2025-06-10,Affiliate Partners,525.88,55074,3230,172,12858.45
2025-06-11,Google Ads,1405.18,74998,3120,143,17973.28
2025-06-11,Meta Ads,1200.13,96359,4573,211,17100.58
2025-06-11,LinkedIn Ads,896.19,57913,2439,31,7558.32
2025-06-11,Email Marketing,269.51,27956,1257,106,8274.83
2025-06-11,Affiliate Partners,582.27,62624,4447,276,20920.83
2025-06-12,Google Ads,1686.66,140093,10200,444,56711.86
2025-06-12,Meta Ads,926.68,60328,3660,131,16081.75
2025-06-12,LinkedIn Ads,551.4,32842,1940,54,13029.67
2025-06-12,Email Marketing,349.07,35501,1382,106,7272.22
2025-06-12,Affiliate Partners,457.27,45692,1459,85,8223.96
2025-06-13,Google Ads,1992.8,223821,8336,424,46226.82
2025-06-13,Meta Ads,1069.41,61818,3149,155,14064.64
2025-06-13,LinkedIn Ads,773.95,53194,3730,107,25773.8
2025-06-13,Email Marketing,286.28,24191,1070,87,6496.0
2025-06-13,Affiliate Partners,480.68,41898,2334,117,12896.81
2025-06-14,Google Ads,1494.22,175488,8974,506,57705.29
2025-06-14,Meta Ads,1136.91,110766,4287,147,13996.37
2025-06-14,LinkedIn Ads,914.46,79092,6213,158,40342.94
2025-06-14,Email Marketing,343.09,20169,423,34,2638.18
2025-06-14,Affiliate Partners,680.74,39765,1428,96,8498.07
2025-06-15,Google Ads,1677.54,85938,3231,144,20223.14
2025-06-15,Meta Ads,1224.45,91057,3852,185,25396.96
2025-06-15,LinkedIn Ads,1047.84,52491,1994,38,9638.44
2025-06-15,Email Marketing,309.89,33868,725,50,3914.86
2025-06-15,Affiliate Partners,606.11,68428,4584,262,28519.14
2025-06-16,Google Ads,1433.04,111576,4259,196,18553.8
2025-06-16,Meta Ads,1557.57,85041,2865,107,6459.34
2025-06-16,LinkedIn Ads,783.48,80166,3882,111,24311.64
2025-06-16,Email Marketing,201.41,10885,843,67,2601.8
2025-06-16,Affiliate Partners,602.51,70730,1735,101,10569.72
2025-06-17,Google Ads,1569.21,118628,3976,205,21944.76
2025-06-17,Meta Ads,1109.95,103857,6945,276,24914.59
2025-06-17,LinkedIn Ads,749.17,67785,1953,53,12163.35
2025-06-17,Email Marketing,329.89,25458,1538,127,3738.13
2025-06-17,Affiliate Partners,736.82,50246,2045,116,8430.4
2025-06-18,Google Ads,1429.79,118528,8700,462,55596.83
2025-06-18,Meta Ads,1311.93,130589,3099,102,7672.96
2025-06-18,LinkedIn Ads,666.38,39582,3066,79,19656.31
2025-06-18,Email Marketing,425.37,37039,1278,98,6153.17
2025-06-18,Affiliate Partners,842.83,46639,1701,107,7729.1
2025-06-19,Google Ads,1502.04,159948,7610,377,57510.99
2025-06-19,Meta Ads,669.15,35513,1063,34,2115.56
2025-06-19,LinkedIn Ads,1045.35,84869,2762,79,18945.81
2025-06-19,Email Marketing,274.25,32153,1022,80,4662.61
2025-06-19,Affiliate Partners,670.63,78195,6231,365,37952.0
2025-06-20,Google Ads,1020.56,82246,4574,247,32834.54
2025-06-20,Meta Ads,1310.92,72252,4142,136,9891.65
2025-06-20,LinkedIn Ads,868.14,89428,2656,28,6660.06
2025-06-20,Email Marketing,301.15,25110,1584,134,10419.06
2025-06-20,Affiliate Partners,686.37,66346,1974,116,9241.2
2025-06-21,Google Ads,1112.02,99587,6602,307,37782.91
2025-06-21,Meta Ads,1124.87,56954,2359,103,6773.45
2025-06-21,LinkedIn Ads,799.89,91853,3097,82,21646.89
2025-06-21,Email Marketing,224.98,16314,1156,90,7245.95
2025-06-21,Affiliate Partners,672.54,67940,1747,129,10118.1
2025-06-22,Google Ads,1368.98,114532,6842,355,38669.85
2025-06-22,Meta Ads,1184.13,69028,2577,105,10174.93
2025-06-22,LinkedIn Ads,919.07,109854,2493,64,15021.09
2025-06-22,Email Marketing,289.13,29858,1263,102,9377.16
2025-06-22,Affiliate Partners,770.35,88043,6784,422,39849.38
2025-06-23,Google Ads,1319.87,119314,4942,241,31630.89
2025-06-23,Meta Ads,1035.69,92678,3847,159,12042.08
2025-06-23,LinkedIn Ads,926.5,88910,3060,81,19045.09
2025-06-23,Email Marketing,300.86,19693,439,33,2403.72
